Partner,Dependents,tenure,ContractType,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizenCat,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Mailed check
1,1,24,1,0,54.75,1338.15,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
0,0,28,1,1,103.3,2890.65,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
0,0,3,1,0,21.11268887359523,77.53851964008057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,54,0,1,103.95,5639.05,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0
1,0,28,1,1,101.3,2812.2,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0
0,0,1,1,1,45.17856765801546,45.17856765801546,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,1,45.15,98.5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,23,0,0,95.23489038387665,2171.4685366837816,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1,0,20,1,1,72.7826273950633,1472.4720861473836,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,22,1,1,74.4,1692.6,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,11,1,1,98.51064384133869,1126.0696668348958,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,26,1,1,71.34270066827546,1651.5162774873884,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,10,1,0,99.37196679972892,997.3902199882956,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,50.44550887010044,50.44550887010044,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,48,1,1,96.49042781032868,4719.608452661215,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,9,1,1,80.71003370387315,742.4549828696294,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,2,1,1,95.46372628948593,178.04743524700189,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,80.01014830239814,80.01014830239814,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
1,0,47,1,1,57.372201971610465,2450.65163911849,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,2,1,0,89.56447411689211,178.46929320341312,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
1,0,66,1,1,99.95219893774903,6863.053449369117,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
0,0,54,0,1,103.73428104174019,5659.057758207642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,30,1,1,91.29071477977675,2995.6165603515724,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,56,0,1,102.99616531916661,5510.029412343705,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,31,1,1,85.68445510240493,2717.7229885373795,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,2,1,1,95.25777024297636,173.4363685859333,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,44.214123198762046,44.214123198762046,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,19,1,0,93.52242471811144,1771.4900570400284,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
1,0,34,1,1,94.25,3217.55,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,46,0,1,104.01850020949516,4822.085134346147,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,13,1,1,90.32157634814808,1173.9170983670067,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,43,1,1,97.28799129179166,4144.34802536739,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,12,0,0,73.93360397201593,872.1650165500664,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,26,1,1,96.39383973410555,2511.4300036802215,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,5,1,1,86.48437406550352,472.2718733179063,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,0,45,1,1,89.3,4016.85,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
1,0,1,1,1,69.07335672157052,69.07335672157052,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,1,1,1,1,93.3,93.3,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,47,1,1,100.05,4871.05,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
1,0,52,0,0,94.80259729632738,5030.006062826132,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,20,1,1,93.36185097300877,1902.862402924828,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
0,0,1,1,1,35.75,35.75,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,23,1,0,75.56870465679927,1756.9178753029612,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,6,1,1,80.5,502.85,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
0,1,12,1,1,44.55,480.6,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,1,86.24666025438796,181.45295500888994,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,27,1,0,82.58785722139272,2167.100882914329,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,0,11,1,1,96.60274752408205,1062.4616485144493,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,12,1,0,56.65,654.85,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
0,0,1,1,0,30.13932755178361,30.13932755178361,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
0,0,1,1,0,90.55,90.55,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,37,0,1,79.60485430098569,3013.5267882425087,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,40,0,1,42.35,1716.45,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
0,0,12,1,1,89.79745590126318,1094.654673657223,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,71,0,1,106.148704380802,7542.429886483461,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,42,1,1,49.12297481453757,2076.5583874225067,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,59,0,1,103.50743539978124,6228.194072862515,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
1,0,28,0,0,105.3418695443971,2844.6865247443216,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
1,0,42,1,1,99.45,4138.05,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
0,0,6,1,0,48.065479345633946,268.5141376236159,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,13,0,0,106.14422595384106,1352.04850493595,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,5,1,1,81.85790274633715,410.79093460969113,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,9,1,1,82.6855392684922,736.0051197177493,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,0,45.15860082975165,45.15860082975165,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,54.17777360539902,153.95573968046892,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
0,0,4,1,0,78.73525460764272,330.34132385461385,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,42,1,1,76.46575523497751,3199.859110850542,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,61,1,1,86.86072998238977,5247.718777183512,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0,53,0,1,94.25,4867.95,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0
0,0,1,1,0,35.76561644740762,35.76561644740762,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,6,1,0,44.75,270.95,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,53,1,1,98.4,5149.5,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
0,0,40,1,1,79.2,3233.85,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
0,0,4,1,1,24.45,86.6,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,35,1,1,102.76895833427942,3604.4447256577523,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,15,1,0,86.48494690838253,1277.8935665263282,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,6,1,1,82.69611038935787,503.2042113531223,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,1,31,1,1,19.55,658.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,12,1,0,52.33542229763747,630.7672756271634,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,46,0,1,110.0,4874.8,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,16,1,0,59.4,1023.9,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,4,1,1,50.9,225.6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,13,1,1,89.05,1169.35,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
0,0,44,0,1,53.95,2375.4,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,1,1,77.15,77.15,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,44,1,1,84.8,3862.55,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0
0,0,13,0,1,54.114240618902286,718.3446763883403,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,16,1,1,94.20507426247964,1533.5871840837217,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,26,1,0,89.8,2335.3,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,13,1,1,95.57175741611667,1236.1436199749041,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,1,4,1,0,50.85,239.55,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,7,1,1,85.58588688524254,646.6156364513026,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,62,0,1,96.75,6125.4,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,29,1,1,94.22410500994877,2866.905496350352,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,40,1,1,55.8,2109.35,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0
0,0,2,1,0,45.35,89.5,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,20,1,1,61.6,1174.35,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,9,1,1,34.57843367168119,296.45710108943655,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,24.35,41.85,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,23,1,1,90.79475201120052,2283.1939308866113,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
1,0,2,1,1,104.4,242.8,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
0,1,1,1,1,49.34602848164573,49.34602848164573,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1,84.85844364609238,84.85844364609238,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,0,2,1,0,54.85,104.2,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1
0,0,2,1,0,68.47677217285491,137.15662993815442,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
0,0,49,0,0,96.05901925031148,4718.439343078061,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,1,71.323286395699,71.323286395699,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,28,0,0,89.05054493655554,2523.0714698315273,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,22,1,1,93.9749876827761,2103.319597801516,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,7,1,0,73.75,545.15,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,0,69.46103546910136,69.46103546910136,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,47,0,0,85.19938948581643,4047.1009095203317,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,1,20.18832037666762,20.18832037666762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,39,1,0,55.9,2184.35,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
0,0,41,1,0,66.59212066727966,2558.9179902895903,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,12,1,0,74.1140427205664,945.4260051596692,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,0,69,0,1,106.13264186684573,7351.626287572816,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,89.15,89.15,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,2,1,0,25.3000775608911,58.90132949276702,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,3,1,1,77.67254863628439,243.352469739182,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,10,1,1,72.15,794.25,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,36,1,1,99.15,3615.6,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,59,0,1,100.60053555081939,6012.7387976063965,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,3,1,1,40.09563606780043,130.8093821413257,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,21,1,1,41.9,840.1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
0,0,2,1,1,21.293378348990355,50.45427410927826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,37,1,1,99.5,3762.0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,1,1,1,44.9,44.9,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,7,1,1,95.35,660.9,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,1,1,0,71.00588489404507,71.00588489404507,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,2,1,1,45.25,85.5,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,45.7248936913856,81.93829731460801,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,25,1,1,77.05535106440756,1925.4313705967254,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,1,93.85,93.85,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,55,1,1,54.55,2978.3,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0
0,0,12,1,1,80.70459605221453,950.9637881566435,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,19,1,0,51.745942501860206,1026.607330381438,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,43,1,1,101.40056403573526,4393.587304262771,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,3,1,1,71.24260898498929,272.81238079393444,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,5,1,0,21.05,113.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,42,1,0,76.93827831941863,3320.8308895737055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,22,1,1,82.34311750357963,1858.476608050385,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,5,1,1,51.0,305.95,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1
0,0,26,1,1,92.4728816934548,2446.0790080820047,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,47,1,1,85.2,3969.35,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0
0,0,2,1,1,82.0,184.65,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,33,0,1,92.61540255980448,3045.6464212893534,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,0,2,1,1,79.40610267037107,151.45976749544315,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
1,0,16,1,1,71.8,1167.8,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,3,1,0,52.44604283889927,196.69998132792045,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,49,0,1,100.01610893152647,5023.170734356252,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,2,1,0,85.57396866101163,156.99847494276457,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,17,1,0,94.26505622720859,1619.4996213604547,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
0,0,34,0,1,88.4072963921203,3032.4809739729144,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,1,1,1,45.05,45.05,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,9,1,0,93.65718413347952,858.1368311875806,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,1,1,0,40.1,40.1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,0,20.566809020940845,20.566809020940845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,53,0,1,104.0923637324494,5637.212213635654,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,1,9,1,0,65.0,663.05,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1
0,0,2,1,0,94.95,178.1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,5,1,1,69.7,316.9,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,20,1,1,82.53894970777074,1613.6054932111008,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,1,1,69.12592494490727,69.12592494490727,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,39,1,1,105.65,4284.8,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,14,1,1,78.95,1101.85,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
1,0,38,1,1,74.95,2869.85,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,3,1,1,77.01938755235494,254.32342522052235,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
0,0,6,1,1,80.5,463.05,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0
0,0,30,1,1,92.10414860176078,2992.314143191874,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,71,0,1,105.34119469430746,7546.795913432474,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0,57,1,0,100.6,5746.15,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,19,0,0,48.16393329164505,901.834426683342,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2,1,1,23.65531080940201,48.243747575816066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,18.85,18.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,31,1,1,76.69742873263684,2431.198936965294,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,8,1,0,45.13843111011057,437.971951074091,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,34,1,0,65.72343446972344,2164.940479331359,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0,91.16060494508224,91.16060494508224,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,28,1,1,89.95,2625.55,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,10,1,0,51.96389236425932,525.2294676369644,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,44.35,44.35,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,26,1,0,35.318826005331246,860.9809755211894,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0,4,1,1,76.97450952846667,319.5755242971563,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,0,1,1,1,75.45994635006022,75.45994635006022,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,29,0,0,97.29114140758541,2815.8716269546494,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
0,0,5,1,1,81.18662517864958,431.6063029076557,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,0,1,1,1,69.31353063481554,69.31353063481554,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,52,1,1,57.653387787276394,2979.7541830751857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,29,1,1,68.85,1970.5,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0
1,0,52,1,0,105.31924698307179,5432.4248007544775,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,1,90.85,90.85,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
0,0,1,1,1,19.3,19.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,48,0,1,96.38981431305979,4786.737415960302,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,2,1,1,79.12007003565262,150.82169469491737,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
0,0,15,1,1,101.25,1457.25,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,13,1,1,100.35,1358.85,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,20,1,1,88.09354485940892,1805.1168268768204,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,13,1,1,79.8,973.45,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
1,0,32,1,1,78.9,2447.95,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
1,0,47,1,0,80.35,3825.85,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
1,0,1,1,1,74.01950182488778,74.01950182488778,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,10,1,0,97.38951767445761,1008.5598345959792,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,75.46466948001424,230.76441523387135,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,69.30923100412916,69.30923100412916,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,4,1,0,79.7343278501338,306.9254193844781,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,1,70.88422430796503,70.88422430796503,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,45.33003696437362,89.70229209434736,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,9,1,1,83.46578539247191,790.433984709912,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,12,1,0,19.0,233.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,1,85.55,187.45,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,18,1,1,99.4,1742.95,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,1,1,0,44.4,44.4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,2,1,1,78.51019178794624,159.82373192057534,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0,48,0,1,99.76136817161962,4818.753284765325,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,26,1,1,83.24789408667262,2121.761658495534,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,10,1,1,75.99338574379924,831.2351938502445,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,0,53,0,1,103.6522598081749,5485.020595000052,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,60,0,1,100.54768351120164,6160.165079913972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,80.55,184.1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,1,22,0,1,67.5,1544.05,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0
0,0,4,1,1,77.60922236267535,358.2116865002629,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,79.93267800081368,79.93267800081368,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,4,1,1,95.9499912955908,393.7800403884587,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0,59,0,1,94.38387209997536,5609.209017362046,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,9,1,0,94.4,857.25,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,27,0,0,106.02428141790219,2848.2560406364946,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0,25,1,0,41.07765439320141,1040.4109747387279,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0,3,1,0,80.78688565832842,267.53389739103966,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
0,0,1,1,1,95.07881541888801,95.07881541888801,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,8,1,1,100.51259728123176,821.8344453666919,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,1,69.75,69.75,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,19.75,19.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,13,1,0,89.50636023177307,1132.559592221435,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,55.0,55.0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,3,1,1,76.05,231.8,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,72.12915978489602,221.56309720431543,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,4,1,1,71.5402399864107,263.32894455162875,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,8,1,0,45.07080590546751,435.4698185022978,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,2,1,1,93.93118148364059,196.06575606645788,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,95.41536765929098,95.41536765929098,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,10,1,1,70.3,738.2,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,5,1,1,81.95773655815437,392.1031750951762,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,40,1,1,80.33379370210102,3200.646657177452,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
1,0,4,1,1,100.2,420.2,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,5,1,1,50.6,249.95,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,1,25.8,25.8,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,7,0,1,47.023191650296255,331.02822508142486,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,19.643124335612804,19.643124335612804,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
